<<<<<<< HEAD
/ [GET, 404, 127.0.0.1, 2022-03-18 10:37:27.646207, 0.001s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.848023, 0.0574s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.903016, 0.0559s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:12.903594, 0.0564s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:12.905440, 0.0013s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.013476, 0.1082s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.014591, 0.0573s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.014864, 0.0573s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.015117, 0.0575s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.072099, 0.0562s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.131356, 0.0598s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.215470, 0.1428s, 528B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.217189, 0.0853s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.217643, 0.0857s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.282407, 0.0654s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.284587, 0.0647s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.337013, 0.0533s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.339131, 0.0539s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.339588, 0.0542s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.401896, 0.063s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.452368, 0.0488s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.517892, 0.1133s, 213B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.519073, 0.0671s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.519825, 0.0037s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.520641, 0.0029s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.627478, 0.1059s, 213B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.628507, 0.0504s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.628978, 0.0017s, 22B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.629647, 0.0016s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.761653, 0.1317s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.764322, 0.0756s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.765117, 0.0761s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.811595, 0.0489s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.812820, 0.047s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.864015, 0.0513s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.915640, 0.1018s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.919128, 0.0547s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.920041, 0.0556s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:13.921630, 0.0039s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:13.997311, 0.0758s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.052524, 0.0562s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.054810, 0.0567s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.121728, 0.1234s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.124209, 0.0703s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.192002, 0.068s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.268492, 0.1416s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.271311, 0.0785s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.272522, 0.0795s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.274659, 0.0047s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.332542, 0.058s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.401281, 0.0697s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.403783, 0.0704s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.458124, 0.1241s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.460633, 0.0572s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.522153, 0.0617s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.565966, 0.1036s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.570665, 0.0475s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.571871, 0.0484s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.575297, 0.0064s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.655885, 0.0807s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.712090, 0.0574s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.713695, 0.057s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.771110, 0.1142s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.773493, 0.0601s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.831957, 0.0587s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.890232, 0.1146s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.892579, 0.059s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.893198, 0.0591s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:14.895136, 0.0034s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:14.968416, 0.0734s, 213B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:15.023294, 0.056s, 22B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:58:15.076941, 0.1075s, 528B]
/v1/quiz/complete/Influenza//0/1 [POST, 404, 127.0.0.1, 2022-04-16 19:58:15.088564, 0.1187s, 22B]
/v1/answer/ComoDnY4lrqzYt9WZPUw [GET, 200, 127.0.0.1, 2022-04-16 19:58:15.104683, 0.0799s, 213B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:00:20.200265, 0.1712s, 181B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:00:20.283859, 0.0655s, 181B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:00:20.316483, 0.096s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:00:20.372117, 0.1528s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:00:20.486399, 0.2673s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:00:25.327490, 0.148s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:00:25.329237, 0.0609s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:00:26.266860, 0.0663s, 528B]
/v1/quiz/undefined/answer [OPTIONS, 200, 127.0.0.1, 2022-04-16 20:00:28.374199, 0.0004s, 2B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 20:00:28.491849, 0.1157s, 35B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:01:14.412773, 0.0662s, 181B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:01:15.338893, 0.1123s, 181B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:01:15.354331, 0.1261s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:01:15.438393, 0.2103s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:01:15.606622, 0.3787s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:01:17.970950, 0.1068s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:01:17.972255, 0.0539s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:01:19.049200, 0.0861s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 20:01:21.290785, 0.1157s, 35B]
/v1/quiz/complete/undefined//undefined/0 [OPTIONS, 200, 127.0.0.1, 2022-04-16 20:10:38.216818, 0.5732s, 2B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 20:10:38.217996, 0.5738s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 20:10:38.218750, 0.0899s, 4B]
/v1/quiz/complete/undefined//undefined/0 [POST, 404, 127.0.0.1, 2022-04-16 20:10:38.223386, 0.0017s, 22B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:13:38.653307, 0.1842s, 181B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:13:39.601679, 0.1161s, 181B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:13:39.690557, 0.1852s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:13:39.739696, 0.2344s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:13:39.814756, 0.3273s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:15:19.433060, 0.2541s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:15:19.436077, 0.0638s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:15:20.102028, 0.0599s, 528B]
/v1/quiz/undefined/answer [OPTIONS, 200, 127.0.0.1, 2022-04-16 20:15:22.304455, 0.0004s, 2B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 20:15:22.398632, 0.092s, 35B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:15:22.966555, 0.1224s, 528B]
/v1/answer/e8VbNzJoRzkzuEv2PeeC [GET, 200, 127.0.0.1, 2022-04-16 20:15:22.967791, 0.0561s, 213B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [OPTIONS, 200, 127.0.0.1, 2022-04-16 20:15:22.988912, 0.0005s, 2B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 20:15:23.042075, 0.0513s, 11B]
/v1/quiz/complete/undefined//undefined/0 [POST, 404, 127.0.0.1, 2022-04-16 20:17:35.471299, 0.2447s, 22B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 20:17:35.473426, 0.2458s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 20:17:35.475336, 0.0691s, 4B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:17:45.550967, 0.0885s, 181B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:17:46.304723, 0.089s, 181B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:17:46.346686, 0.1277s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:17:46.434082, 0.2153s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:17:46.532149, 0.3151s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:17:49.306147, 0.2051s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:17:49.307401, 0.0786s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:17:50.891584, 0.0763s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 20:17:53.994925, 0.1433s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 20:17:54.216023, 0.1796s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:17:54.217905, 0.0946s, 528B]
/v1/answer/sz8zyyHRmM9oxUYKXSqX [GET, 200, 127.0.0.1, 2022-04-16 20:17:54.278797, 0.0615s, 213B]
/v1/quiz/complete/undefined//undefined/0 [POST, 404, 127.0.0.1, 2022-04-16 20:19:16.202539, 0.2405s, 22B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 20:19:16.203650, 0.2415s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 20:19:16.205771, 0.0743s, 4B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:19:23.436207, 0.0616s, 181B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:19:24.242102, 0.1136s, 181B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:19:24.268561, 0.1364s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:19:24.335511, 0.2034s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:19:24.424938, 0.2938s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:19:26.557066, 0.1303s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:19:26.558404, 0.0633s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:19:27.763820, 0.0618s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 20:19:30.381589, 0.1323s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 20:19:30.556083, 0.1349s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:19:30.557985, 0.0692s, 528B]
/v1/answer/dVFMUBpqIkgddl54ujv8 [GET, 200, 127.0.0.1, 2022-04-16 20:19:30.613856, 0.0565s, 213B]
/v1/quiz/complete/undefined//undefined/0 [POST, 404, 127.0.0.1, 2022-04-16 20:19:45.553151, 0.0713s, 22B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 20:19:45.611118, 0.1283s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 20:19:45.615317, 0.0624s, 4B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:19:52.268346, 0.0694s, 181B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:19:53.030858, 0.0982s, 181B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:19:53.060168, 0.123s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:19:53.125486, 0.1896s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:19:53.233740, 0.298s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:19:55.509963, 0.1622s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:19:55.511920, 0.052s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:19:56.160949, 0.0542s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 20:19:58.267548, 0.0992s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 20:19:58.443656, 0.1371s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:19:58.529911, 0.154s, 528B]
/v1/answer/l7eEWhzg5L3y0bLsvF36 [GET, 200, 127.0.0.1, 2022-04-16 20:19:58.531461, 0.0867s, 213B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 20:20:37.679245, 0.2106s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 20:20:37.679738, 0.211s, 4B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:20:43.270878, 0.056s, 181B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:20:44.312876, 0.0681s, 181B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:20:44.334475, 0.0879s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:20:44.423615, 0.1771s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:20:44.503415, 0.257s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:20:47.814191, 0.1562s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:20:47.817089, 0.0597s, 13B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:20:49.017776, 0.1031s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 20:20:52.185146, 0.147s, 35B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 20:20:52.361461, 0.1368s, 528B]
/v1/answer/eL5tMn4owfAyD2YuWfx8 [GET, 200, 127.0.0.1, 2022-04-16 20:20:52.363676, 0.0616s, 213B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/1 [OPTIONS, 200, 127.0.0.1, 2022-04-16 20:20:52.390516, 0.0004s, 2B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/1 [POST, 200, 127.0.0.1, 2022-04-16 20:20:52.555118, 0.1625s, 12B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/1 [POST, 200, 127.0.0.1, 2022-04-16 20:20:52.633554, 0.0571s, 11B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:21:03.480613, 0.1229s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:21:03.481392, 0.1225s, 13B]
/v1/quiz/Influenza/1 [GET, 200, 127.0.0.1, 2022-04-16 20:21:35.664862, 0.1204s, 579B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 20:21:38.144025, 0.1025s, 35B]
/v1/quiz/Influenza/1 [GET, 200, 127.0.0.1, 2022-04-16 20:21:38.238995, 0.0649s, 579B]
/v1/answer/IKRv7dO0i7Z0eQkvPvy3 [GET, 200, 127.0.0.1, 2022-04-16 20:21:38.297276, 0.0585s, 213B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/1/1 [OPTIONS, 200, 127.0.0.1, 2022-04-16 20:21:38.318660, 0.0005s, 2B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/1/1 [POST, 200, 127.0.0.1, 2022-04-16 20:21:38.456059, 0.1356s, 12B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/1/1 [POST, 200, 127.0.0.1, 2022-04-16 20:21:38.547490, 0.0668s, 11B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:21:40.333463, 0.18s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:21:40.334742, 0.0578s, 13B]
/v1/quiz/Influenza/2 [GET, 200, 127.0.0.1, 2022-04-16 20:21:46.003716, 0.0943s, 579B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 20:21:48.681883, 0.1197s, 35B]
/v1/quiz/Influenza/2 [GET, 200, 127.0.0.1, 2022-04-16 20:21:48.797757, 0.0821s, 579B]
/v1/answer/IVa1FDt1dHtyAMbB2Sgg [GET, 200, 127.0.0.1, 2022-04-16 20:21:48.860186, 0.0626s, 213B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/2/1 [OPTIONS, 200, 127.0.0.1, 2022-04-16 20:21:48.887463, 0.0005s, 2B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/2/1 [POST, 200, 127.0.0.1, 2022-04-16 20:21:49.012909, 0.1235s, 12B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/2/1 [POST, 200, 127.0.0.1, 2022-04-16 20:21:49.110617, 0.0779s, 11B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 20:21:49.947526, 0.1368s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:21:49.949790, 0.0701s, 19B]
/v1/diseases/Influenza [GET, 200, 127.0.0.1, 2022-04-16 20:21:53.195916, 0.1457s, 1086B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:21:55.024312, 0.0854s, 188B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 20:21:55.041129, 0.0994s, 338B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:21:55.163957, 0.2223s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 20:21:55.241139, 0.3013s, 16B]
/v1/hangman/Influenza/f3BNKAJFnlZuLZVuX1Zpk77TCsr2 [GET, 200, 127.0.0.1, 2022-04-16 20:22:25.067182, 0.1379s, 411B]
/v1/hangman/Influenza/} [GET, 500, 127.0.0.1, 2022-04-16 20:41:11.086812, 198.0877s, 31B]
/v1/hangman/Influenza/} [GET, 500, 127.0.0.1, 2022-04-16 20:41:11.420205, 0.3324s, 31B]
